"AIRPORT","LATITUDE","LONGITUDE","AIRPORT_IS_LATEST",
"CYB",19.68694444,-79.88277778,0,
"CYB",19.68694444,-79.88277778,0,
"CYB",19.68694444,-79.88277778,1,
"CYC",17.69888889,-88.04305556,0,
"CYC",17.68388889,-88.04500000,0,
"CYC",17.68361111,-88.04500000,0,
"CYC",17.68388889,-88.04500000,0,
"CYC",17.68361111,-88.04500000,1,
"CYF",60.14916667,-164.28555556,0,
"CYF",60.15361111,-164.28472222,0,
"CYF",60.13666667,-164.27916667,0,
"CYF",60.13694444,-164.27916667,0,
"CYF",60.14916667,-164.28555556,0,
"CYF",60.13694444,-164.27916667,1,
"CYI",23.46416667,120.38194444,0,
"CYI",23.46166667,120.39277778,0,
"CYI",23.46361111,120.39055556,0,
"CYI",23.45444444,120.40333333,0,
"CYI",23.46361111,120.39055556,0,
"CYI",23.46166667,120.39277778,0,
"CYI",23.46361111,120.39055556,1,
"CYM",57.51527778,-134.94444444,1,
"CYP",12.07583333,124.54305556,0,
"CYP",12.07222222,124.54527778,0,
"CYP",12.07694444,124.54777778,0,
"CYP",12.07222222,124.54527778,0,
"CYP",12.07694444,124.54777778,0,
"CYP",12.07194444,124.54527778,1,
"CYR",-34.45611111,-57.77000000,0,
"CYR",-34.45638889,-57.77083333,0,
"CYR",-34.45638889,-57.77055556,0,
"CYR",-34.45638889,-57.77083333,0,
"CYR",-34.45638889,-57.77055556,1,
"CYS",41.15583333,-104.81222222,0,
"CYS",41.15555556,-104.81055556,1,
"CYT",60.08000000,-142.49444444,0,
"CYT",60.08194444,-142.49361111,0,
"CYT",60.08083333,-142.49555556,0,
"CYT",60.08194444,-142.49361111,0,
"CYT",60.08083333,-142.49555556,1,
"CYZ",16.93000000,121.75583333,0,
"CYZ",16.92972222,121.75333333,1,
"CZA",20.69500000,-88.56555556,0,
"CZA",20.64138889,-88.44611111,1,
"CZB",-28.64166667,-53.55833333,1,
"CZC",61.94111111,-145.29416667,1,
"CZE",11.41583333,-69.68194444,0,
"CZE",11.41472222,-69.68166667,0,
"CZE",11.41472222,-69.68166667,0,
"CZE",11.41472222,-69.68166667,0,
"CZE",11.41472222,-69.68166667,1,
"CZF",61.78111111,-166.03638889,0,
"CZF",61.78027778,-166.03861111,0,
"CZF",61.78027778,-166.03861111,0,
"CZF",61.78027778,-166.03861111,1,
"CZH",18.38111111,-88.41055556,0,
"CZH",18.38222222,-88.41027778,0,
"CZH",18.38222222,-88.41083333,0,
"CZH",18.38222222,-88.41083333,0,
"CZH",18.38222222,-88.41027778,0,
"CZH",18.38222222,-88.41083333,1,
"CZL",36.27694444,6.63000000,1,
"CZM",20.51666667,-86.93333333,0,
"CZM",20.52250000,-86.92555556,1,
"CZN",62.07055556,-142.04777778,0,
"CZN",62.07111111,-142.04833333,0,
"CZN",62.07166667,-142.04944444,0,
"CZN",62.07111111,-142.04833333,0,
"CZN",62.07166667,-142.04944444,1,
"CZO",62.56361111,-144.66888889,0,
"CZO",62.56222222,-144.67250000,0,
"CZO",62.56361111,-144.66888889,0,
"CZO",62.56222222,-144.67250000,1,
"CZP",55.96500000,-133.79333333,1,
"CZS",-7.58333333,-72.78333333,0,
"CZS",-7.60000000,-72.76944444,1,
"CZU",9.33750000,-75.28277778,0,
"CZU",9.33277778,-75.28527778,0,
"CZU",9.33277778,-75.28500000,0,
"CZU",9.33250000,-75.28527778,0,
"CZU",9.33277778,-75.28527778,0,
"CZU",9.33250000,-75.28527778,1,
"CZW",50.81666667,19.10000000,0,
"CZW",50.88472222,19.20277778,0,
"CZW",50.88472222,19.20277778,0,
"CZW",50.88472222,19.20277778,0,
"CZW",50.88472222,19.20277778,1,
"CZX",31.91944444,119.77805556,0,
"CZX",31.91972222,119.77805556,0,
"CZX",31.92055556,119.77527778,0,
"CZX",31.92055556,119.77527778,0,
"CZX",31.91944444,119.77805556,0,
"CZX",31.92055556,119.77527778,1,
"DAB",29.18250000,-81.05277778,0,
"DAB",29.18250000,-81.05277778,0,
"DAB",29.18000000,-81.05805556,1,
"DAC",23.84333333,90.39777778,0,
"DAC",23.84333333,90.39777778,1,
"DAD",16.04222222,108.20361111,0,
"DAD",16.04222222,108.20361111,0,
"DAD",16.04388889,108.19944444,0,
"DAD",16.04416667,108.19944444,0,
"DAD",16.04388889,108.19944444,0,
"DAD",16.04416667,108.19944444,1,
"DAE",14.13055556,122.97916667,1,
"DAF",-4.73972222,145.95250000,1,
"DAG",34.85388889,-116.78611111,0,
"DAG",34.85388889,-116.78611111,0,
"DAG",34.85361111,-116.78666667,1,
"DAK",25.41166667,29.00305556,1,
"DAL",32.84694444,-96.85333333,0,
"DAL",32.84694444,-96.85138889,0,
"DAL",32.84722222,-96.85166667,0,
"DAL",32.84583333,-96.85083333,1,
"DAM",33.41388889,36.51777778,0,
"DAM",33.41055556,36.51444444,1,
"DAN",36.57305556,-79.33500000,0,
"DAN",36.57277778,-79.33611111,0,
"DAN",36.57250000,-79.33638889,0,
"DAN",36.57277778,-79.33611111,0,
"DAN",36.57250000,-79.33638889,1,
"DAR",-6.87527778,39.20194444,0,
"DAR",-6.87805556,39.20277778,0,
"DAR",-6.87805556,39.20250000,0,
"DAR",-6.87805556,39.20277778,0,
"DAR",-6.87805556,39.20250000,1,
"DAT",40.08333333,113.30000000,1,
"DAU",-9.08722222,143.19333333,0,
"DAU",-9.08666667,143.20805556,0,
"DAU",-9.08666667,143.20777778,0,
"DAU",-9.08666667,143.20805556,0,
"DAU",-9.08666667,143.20777778,0,
"DAU",-9.08694444,143.20777778,1,
"DAV",8.39111111,-82.43555556,0,
"DAV",8.39111111,-82.43500000,0,
"DAV",8.38916667,-82.43638889,0,
"DAV",8.39111111,-82.43500000,0,
"DAV",8.38916667,-82.43638889,1,
"DAX",31.30000000,107.50000000,1,
"DAY",39.90111111,-84.22000000,0,
"DAY",39.90222222,-84.21944444,1,
"DBB",30.92444444,28.46138889,1,
"DBL",15.37777778,73.83055556,0,
"DBM",10.31944444,37.74305556,1,
"DBN",32.56416667,-82.98666667,0,
"DBN",32.56444444,-82.98527778,0,
"DBN",32.56472222,-82.98500000,0,
"DBN",32.56444444,-82.98527778,0,
"DBN",32.56472222,-82.98500000,1,
"DBO",-32.21833333,148.57361111,0,
"DBO",-32.21666667,148.57472222,1,
"DBQ",42.41000000,-90.71083333,0,
"DBQ",42.40194444,-90.70944444,1,
"DBT",11.96805556,38.02527778,0,
"DBT",11.88583333,38.00916667,1,
"DBV",42.56333333,18.26527778,0,
"DBV",42.56333333,18.26527778,0,
"DBV",42.56250000,18.26888889,0,
"DBV",42.56138889,18.26833333,0,
"DBV",42.56277778,18.26444444,0,
"DBV",42.56138889,18.26833333,0,
"DBV",42.56277778,18.26444444,1,
"DBY",-27.15000000,151.26666667,0,
"DBY",-27.15527778,151.26722222,1,
"DCA",38.85166667,-77.03694444,0,
"DCA",38.85194444,-77.03777778,0,
"DCA",38.85138889,-77.03777778,0,
"DCA",38.85194444,-77.03777778,0,
"DCA",38.85138889,-77.03777778,1,
"DCF",15.38611111,-61.40055556,0,
"DCF",15.33666667,-61.39222222,0,
"DCF",15.33694444,-61.39194444,0,
"DCF",15.33666667,-61.39222222,0,
"DCF",15.33694444,-61.39194444,1,
"DCK",66.94388889,-156.90194444,0,
"DCK",66.94333333,-156.90472222,0,
"DCK",66.94250000,-156.89138889,0,
"DCK",66.94333333,-156.90472222,0,
"DCK",66.94250000,-156.89138889,1,
"DCN",-17.58138889,123.82833333,1,
"DCS",53.47444444,-1.00305556,1,
"DCU",34.65277778,-86.94527778,0,
"DCU",34.65416667,-86.94527778,1,
"DDC",37.76166667,-99.96500000,0,
"DDC",37.76305556,-99.96555556,1,
"DDP",18.46388889,-66.29333333,0,
"DDP",18.46388889,-66.29333333,1,
"DE1",49.20944444,7.40055556,0,
"DE1",49.20944444,7.40055556,0,
"DE1",49.20944444,7.40055556,0,
"DE1",49.20944444,7.40055556,1,
"DE2",39.52111111,-75.72361111,1,
"DE3",39.21833333,-75.59666667,1,
"DE4",51.76777778,13.16750000,0,
"DE4",51.76777778,13.16777778,0,
"DE4",51.76777778,13.16750000,1,
"DEA",29.96111111,70.48583333,0,
"DEA",29.96111111,70.48555556,0,
"DEA",29.96111111,70.48583333,0,
"DEA",29.96111111,70.48555556,0,
"DEA",29.96111111,70.48555556,1,
"DEB",47.49027778,21.61388889,0,
"DEB",47.48888889,21.61527778,0,
"DEB",47.48888889,21.61527778,1,
"DEC",39.83416667,-88.86861111,0,
"DEC",39.83444444,-88.86555556,1,
"DEH",43.27472222,-91.73888889,0,
"DEH",43.27555556,-91.73944444,1,
"DEL",28.57361111,77.10083333,0,
"DEL",28.55944444,77.09944444,1,
"DEM",8.57111111,34.88333333,0,
"DEM",8.55416667,34.85722222,0,
"DEM",8.55416667,34.85750000,0,
"DEM",8.55416667,34.85722222,0,
"DEM",8.55416667,34.85750000,1,
"DEN",39.77444444,-104.87972222,0,
"DEN",39.86166667,-104.67305556,1,
"DES",-5.69583333,53.65444444,0,
"DES",-5.69666667,53.65583333,1,
"DET",42.40666667,-83.00833333,0,
"DET",42.40666667,-83.00833333,0,
"DET",42.40916667,-83.00972222,0,
"DET",42.40944444,-83.01027778,0,
"DET",42.40916667,-83.00972222,0,
"DET",42.40944444,-83.01027778,1,
"DEZ",35.28555556,40.17583333,1,
"DFI",41.33722222,-84.42888889,0,
"DFI",41.33750000,-84.42888889,1,
"DFW",32.89722222,-97.03777778,0,
"DFW",32.89444444,-97.02972222,0,
"DFW",32.89694444,-97.03805556,0,
"DFW",32.89694444,-97.03805556,0,
"DFW",32.89638889,-97.04111111,0,
"DFW",32.89722222,-97.03777778,1,
"DGB",58.13333333,-152.55000000,1,
"DGO",24.12500000,-104.52833333,1,
"DGO",24.12416667,-104.52805556,0,
"DGO",24.12416667,-104.52805556,0,
"DGO",24.12500000,-104.52833333,0,
"DGO",24.12500000,-104.52500000,0,
"DGT",9.28333333,123.30000000,0,
"DGT",9.33416667,123.30194444,1,
"DGW",42.79722222,-105.38583333,1,
"DGW",42.79722222,-105.38611111,0,
"DHA",26.26416667,50.15250000,0,
"DHA",26.27388889,50.16750000,0,
"DHA",26.26250000,50.15305556,0,
"DHA",26.26416667,50.15250000,0,
"DHA",26.26250000,50.15305556,0,
"DHA",26.26250000,50.15305556,1,
"DHB",48.62083333,-123.00305556,1,
"DHF",24.24833333,54.54777778,1,
"DHI",28.75527778,80.58333333,1,
"DHL",13.73750000,44.72916667,1,
"DHL",13.73750000,44.72916667,0,
"DHN",31.32111111,-85.44944444,1,
"DHN",31.32000000,-85.44833333,0,
"DHT",36.02250000,-102.54750000,1,
"DHT",36.02250000,-102.54722222,0,
"DIB",27.48388889,95.02083333,0,
"DIB",27.48361111,95.01750000,1,
"DIE",-12.34611111,49.29250000,0,
"DIE",-12.34944444,49.29166667,1,
"DIG",27.79222222,99.67805556,1,
"DIJ",47.26916667,5.09000000,0,
"DIJ",47.26583333,5.09500000,0,
"DIJ",47.26583333,5.09500000,0,
"DIJ",47.26916667,5.09000000,0,
"DIJ",47.26583333,5.09500000,0,
"DIJ",47.26888889,5.09000000,1,
"DIK",46.79666667,-102.79638889,0,
"DIK",46.79722222,-102.80194444,1,
"DIL",-8.55333333,125.52611111,0,
"DIL",-8.55333333,125.52611111,0,
"DIL",-8.54666667,125.52472222,0,
"DIL",-8.54638889,125.52472222,0,
"DIL",-8.54666667,125.52472222,0,
"DIL",-8.54638889,125.52472222,1,
"DIO",65.75000000,-168.95000000,0,
"DIO",65.75861111,-168.95305556,1,
"DIR",9.62222222,41.85083333,1,
"DIS",-4.20555556,12.66138889,0,
"DIS",-4.20750000,12.66166667,0,
"DIS",-4.20611111,12.65972222,0,
"DIS",-4.20750000,12.66166667,0,
"DIS",-4.20611111,12.65972222,1,
"DIU",20.71388889,70.92166667,0,
"DIU",20.71305556,70.92111111,0,
"DIU",20.71361111,70.92083333,0,
"DIU",20.71361111,70.92361111,0,
"DIU",20.71305556,70.92111111,0,
"DIU",20.71361111,70.92361111,1,
"DIV",5.83333333,-5.36666667,1,
"DIY",37.89527778,40.20305556,0,
"DIY",37.89388889,40.20111111,1,
"DJB",-1.63472222,103.64166667,1,
"DJE",33.87416667,10.78333333,0,
"DJE",33.87555556,10.77722222,0,
"DJE",33.87555556,10.77722222,0,
"DJE",33.87555556,10.77722222,0,
"DJE",33.87555556,10.77722222,1,
"DJG",24.29277778,9.45250000,1,
"DJJ",-2.57500000,140.51388889,0,
"DJJ",-2.57694444,140.51638889,0,
"DJJ",-2.57777778,140.51750000,0,
"DJJ",-2.57694444,140.51638889,0,
"DJJ",-2.57777778,140.51750000,0,
"DJJ",-2.57916667,140.51944444,1,
"DJN",64.05055556,-145.71722222,0,
"DJN",64.05000000,-145.72250000,0,
"DJN",64.05055556,-145.71722222,0,
"DJN",64.05000000,-145.72250000,1,
"DJO",6.86694444,-6.46666667,0,
"DJO",6.79277778,-6.47305556,0,
"DJO",6.79277778,-6.47333333,0,
"DJO",6.79277778,-6.47305556,0,
"DJO",6.79277778,-6.47333333,1,
"DK1",55.43638889,9.33083333,1,
"DKI",-17.94166667,146.13666667,1,
"DKK",42.49388889,-79.27111111,1,
"DKK",42.49333333,-79.27194444,0,
"DKK",42.49333333,-79.27194444,0,
"DKK",42.49388889,-79.27111111,0,
"DKR",14.74027778,-17.49027778,0,
"DKR",14.74000000,-17.49055556,1,
"DKR",14.74027778,-17.49027778,0,
"DKR",14.74000000,-17.49055556,0,
"DKR",14.74027778,-17.49027778,0,
"DLA",4.01333333,9.70916667,0,
"DLA",4.00611111,9.71944444,1,
"DLC",38.91666667,121.65000000,0,
"DLC",38.94888889,121.53861111,0,
"DLC",38.96555556,121.53861111,0,
"DLC",38.94888889,121.53861111,0,
"DLC",38.96555556,121.53861111,1,
"DLF",29.35972222,-100.77722222,0,
"DLF",29.35944444,-100.77805556,1,
"DLG",59.04166667,-158.50666667,0,
"DLG",59.04472222,-158.50555556,1,
"DLH",46.84250000,-92.19027778,0,
"DLH",46.84194444,-92.19388889,0,
"DLH",46.84194444,-92.19361111,0,
"DLH",46.84222222,-92.19361111,0,
"DLH",46.84194444,-92.19333333,1,
"DLI",11.74972222,108.37777778,0,
"DLI",11.74972222,108.37777778,1,
"DLL",34.44916667,-79.36861111,1,
"DLM",36.71250000,28.79222222,0,
"DLM",36.71333333,28.79138889,1,
"DLO",55.12222222,-132.05000000,1,
"DLS",45.61944444,-121.16472222,0,
"DLS",45.61861111,-121.16722222,0,
"DLS",45.61944444,-121.16833333,0,
"DLS",45.61861111,-121.16722222,0,
"DLS",45.61944444,-121.16833333,1,
"DLU",25.66666667,100.31666667,0,
"DLU",25.65055556,100.31888889,0,
"DLU",25.65000000,100.31888889,0,
"DLU",25.65055556,100.31888889,0,
"DLU",25.65000000,100.31888889,1,
"DMA",32.16638889,-110.88305556,1,
"DMA",32.16638889,-110.88250000,0,
"DME",55.40861111,37.90638889,1,
"DME",55.40861111,37.90638889,0,
"DMK",13.91250000,100.60666667,1,
"DMM",26.47111111,49.79805556,0,
"DMM",26.47111111,49.79805556,0,
"DMM",26.47111111,49.79777778,0,
"DMM",26.47111111,49.79777778,1,
"DMN",32.26250000,-107.71888889,1,
"DMO",38.70750000,-93.17583333,0,
"DMO",38.70750000,-93.17583333,1,
"DMO",38.70750000,-93.17583333,0,
"DMO",38.70750000,-93.17583333,0,
"DMU",25.88388889,93.77361111,1,
"DNA",26.35500000,127.77388889,0,
"DNA",26.35500000,127.77388889,0,
"DNA",26.35555556,127.76750000,0,
"DNA",26.35555556,127.76777778,0,
"DNA",26.35555556,127.76750000,1,
"DNB",-16.01083333,142.39055556,1,
"DNC",56.75694444,-133.22166667,1,
"DND",56.45250000,-3.02027778,0,
"DND",56.45250000,-3.02583333,1,
"DNE",33.07888889,-96.73833333,1,
"DNK",48.35722222,35.10055556,0,
"DNK",48.35722222,35.10055556,1,
"DNL",33.46694444,-82.03833333,0,
"DNL",33.46638889,-82.03944444,0,
"DNL",33.46666667,-82.03944444,0,
"DNL",33.46638889,-82.03944444,0,
"DNL",33.46666667,-82.03944444,1,
"DNN",34.72194444,-84.86916667,0,
"DNN",34.72305556,-84.87027778,1,
"DNO",-11.61666667,-46.85000000,0,
"DNO",-11.59611111,-46.84750000,1,
"DNQ",-35.56000000,144.95166667,0,
"DNQ",-35.55944444,144.94638889,1,
"DNR",48.58777778,-2.08361111,0,
"DNR",48.58777778,-2.08000000,0,
"DNR",48.58777778,-2.08000000,0,
"DNR",48.58777778,-2.08000000,0,
"DNR",48.58777778,-2.08000000,0,
"DNR",48.58777778,-2.08000000,1,
"DNV",40.19722222,-87.59694444,0,
"DNV",40.19972222,-87.59555556,1,
"DNZ",37.78555556,29.70138889,1,
"DOD",-6.16666667,35.75027778,0,
"DOD",-6.17055556,35.75305556,0,
"DOD",-6.17055556,35.75444444,0,
"DOD",-6.17027778,35.74944444,0,
"DOD",-6.17055556,35.75305556,0,
"DOD",-6.17027778,35.74944444,1,
"DOF",55.23333333,-132.21666667,1,
"DOG",19.18333333,30.45000000,0,
"DOG",19.15388889,30.43000000,1,
"DOH",25.25694444,51.56638889,0,
"DOH",25.26111111,51.56500000,1,
"DOK",48.07361111,37.73972222,0,
"DOK",48.07361111,37.73972222,0,
"DOK",48.07361111,37.73833333,0,
"DOK",48.07500000,37.72555556,0,
"DOK",48.07361111,37.73972222,0,
"DOK",48.07500000,37.72555556,1,
"DOL",49.36277778,0.16416667,0,
"DOL",49.36527778,0.15444444,0,
"DOL",49.36527778,0.15444444,0,
"DOL",49.36527778,0.15444444,0,
"DOL",49.36527778,0.15444444,0,
"DOL",49.36527778,0.15444444,0,
"DOL",49.36527778,0.15444444,1,
"DOM",15.54305556,-61.30916667,0,
"DOM",15.54666667,-61.31805556,0,
"DOM",15.54666667,-61.30138889,0,
"DOM",15.54666667,-61.30250000,0,
"DOM",15.54666667,-61.30138889,0,
"DOM",15.54666667,-61.30138889,0,
"DOM",15.54666667,-61.31805556,0,
"DOM",15.54666667,-61.30138889,1,
"DON",17.69388889,-89.53111111,1,
"DOU",-22.20277778,-54.92555556,0,
"DOU",-22.20194444,-54.92666667,1,
"DOV",39.12694444,-75.46444444,0,
"DOV",39.12944444,-75.46583333,1,
"DPA",41.91555556,-88.24666667,1,
"DPG",40.19944444,-112.93750000,0,
"DPG",40.19750000,-112.93500000,1,
"DPG",40.19944444,-112.93666667,0,
"DPL",8.60194444,123.34222222,0,
"DPL",8.60138889,123.34166667,1,
"DPO",-41.17083333,146.42500000,0,
"DPO",-41.16972222,146.43027778,1,
"DPS",-8.74833333,115.16750000,1,
"DPS",-8.74833333,115.16750000,0,
"DPS",-8.74833333,115.16750000,0,
"DPS",-8.74833333,115.16750000,0,
"DPS",-8.74861111,115.16500000,0,
"DQA",46.75083333,125.13861111,0,
"DQA",46.75111111,125.13861111,1,
"DQB",38.70388889,-9.03583333,0,
"DQB",38.70500000,-9.03777778,0,
"DQB",38.70500000,-9.03750000,1,
"DQC",27.81277778,-80.49555556,0,
"DQC",27.81333333,-80.49555556,1,
"DQD",42.64166667,-111.58000000,0,
"DQD",42.64861111,-111.58194444,1,
"DQE",32.84027778,-115.26750000,0,
"DQE",32.84500000,-115.26861111,1,
"DQF",33.30777778,-111.65555556,0,
"DQG",36.53722222,-86.92055556,0,
"DQG",36.53722222,-86.92083333,0,
"DQG",36.53666667,-86.92111111,0,
"DQG",36.53722222,-86.92055556,0,
"DQG",36.53666667,-86.92111111,1,
"DQH",70.34833333,-150.93166667,0,
"DQH",70.34416667,-150.94472222,1,
"DQI",39.17916667,-121.99333333,0,
"DQI",39.17888889,-121.99333333,1,
"DQJ",47.39277778,-102.77083333,0,
"DQJ",47.39138889,-102.77194444,0,
"DQJ",47.39138889,-102.77194444,0,
"DQJ",47.39277778,-102.77083333,0,
"DQJ",47.39138889,-102.77194444,1,
"DQK",44.05000000,-75.73305556,0,
"DQK",44.05555556,-75.72000000,0,
"DQK",44.05583333,-75.71944444,0,
"DQK",44.05555556,-75.72000000,0,
"DQK",44.05583333,-75.71944444,0,
"DQK",44.05555556,-75.71972222,1,
"DQL",61.18694444,-149.96527778,0,
"DQL",61.18666667,-149.96527778,0,
"DQL",61.18666667,-149.96527778,1,
"DQN",29.05444444,-80.94805556,0,
"DQN",29.05555556,-80.94888889,1,
"DQO",32.41083333,-91.49861111,1,
"DQP",38.23638889,-89.35861111,1,
"DQQ",40.86916667,-100.00361111,0,
"DQQ",40.86972222,-100.00416667,1,
"DQR",35.98861111,-113.81000000,0,
"DQR",35.99027778,-113.81638889,0,
"DQR",35.98611111,-113.81694444,1,
"DQS",36.25972222,-113.23138889,0,
"DQS",36.25638889,-113.23083333,1,
"DQT",51.16277778,-1.73416667,0,
"DQT",51.15222222,-1.74750000,0,
"DQT",51.15361111,-1.74083333,0,
"DQT",51.15222222,-1.74750000,0,
"DQT",51.15361111,-1.74083333,1,
"DQU",55.77888889,-131.60138889,1,
"DQV",59.10250000,-135.38222222,1,
"DQW",35.57222222,-113.29250000,1,
"DQX",60.07472222,-143.08666667,1,
"DQY",28.46722222,-80.56666667,0,
"DQY",28.46750000,-80.56666667,1,
"DQZ",58.91166667,-161.71388889,1,
"DRA",36.61944444,-116.03194444,0,
"DRA",36.61944444,-116.03277778,0,
"DRA",36.62000000,-116.03222222,0,
"DRA",36.61944444,-116.03277778,0,
"DRA",36.62000000,-116.03222222,1,
"DRB",-17.37333333,123.65250000,0,
"DRB",-17.37000000,123.66055556,1,
"DRE",46.01111111,-83.74583333,0,
"DRE",46.00944444,-83.74388889,1,
"DRF",60.58944444,-152.15777778,0,
"DRF",60.58888889,-152.16194444,1,
"DRG",66.08083333,-162.73333333,0,
"DRG",66.06944444,-162.76638889,0,
"DRG",66.06916667,-162.76694444,0,
"DRG",66.06944444,-162.76638889,0,
"DRG",66.06916667,-162.76694444,1,
"DRN",-28.58666667,148.21527778,0,
"DRN",-28.59166667,148.21666667,1,
"DRO",37.15000000,-107.75111111,0,
"DRO",37.15000000,-107.75111111,0,
"DRO",37.15138889,-107.75388889,0,
"DRO",37.16388889,-107.74222222,0,
"DRO",37.15138889,-107.75388889,0,
"DRO",37.16388889,-107.74222222,0,
"DRO",37.15166667,-107.75388889,1,
"DRS",51.13333333,13.76666667,0,
"DRS",51.13333333,13.76666667,0,
"DRS",51.13444444,13.76805556,1,
"DRT",29.37416667,-100.92722222,1,
"DRU",46.61666667,-113.20000000,0,
"DRU",46.62083333,-113.20500000,1,
"DRW",-12.41666667,130.87222222,0,
"DRW",-12.41472222,130.87694444,1,
"DSA",53.47472222,-1.00444444,0,
"DSA",53.47527778,-1.00416667,0,
"DSA",53.47472222,-1.00444444,0,
"DSA",53.47527778,-1.00416667,1,
"DSD",16.33333333,-61.01666667,1,
"DSE",11.07500000,39.71527778,0,
"DSE",11.08583333,39.71194444,0,
"DSE",11.08250000,39.71166667,0,
"DSE",11.08583333,39.71194444,0,
"DSE",11.08250000,39.71166667,1,
"DSI",30.40000000,-86.47138889,0,
"DSI",30.40000000,-86.47138889,0,
"DSI",30.40000000,-86.47138889,0,
"DSI",30.40000000,-86.47138889,1,
"DSK",31.90972222,70.89722222,0,
"DSK",31.90944444,70.89666667,1,
"DSM",41.53388889,-93.65666667,0,
"DSM",41.53388889,-93.65666667,0,
"DSM",41.53388889,-93.66305556,0,
"DSM",41.53416667,-93.65750000,0,
"DSM",41.53388889,-93.66305556,0,
"DSM",41.53416667,-93.65750000,0,
"DSM",41.53388889,-93.66305556,1,
"DSS",14.67166667,-17.06972222,0,
"DSS",14.67166667,-17.06972222,1,
"DTA",39.38305556,-112.50555556,0,
"DTA",39.37916667,-112.50833333,0,
"DTA",39.38055556,-112.50777778,0,
"DTA",39.38361111,-112.50222222,0,
"DTA",39.38055556,-112.50777778,0,
"DTA",39.38361111,-112.50222222,1,
"DTH",36.46388889,-116.88055556,0,
"DTH",36.46055556,-116.87972222,1,
"DTL",46.82638889,-95.88611111,0,
"DTL",46.82527778,-95.88555556,1,
"DTM",51.51666667,7.46666667,0,
"DTM",51.51666667,7.46666667,0,
"DTM",51.51916667,7.61444444,1,
"DTN",32.54027778,-93.74500000,0,
"DTN",32.54083333,-93.74388889,1,
"DTO",33.20055556,-97.19416667,0,
"DTO",33.20222222,-97.19805556,0,
"DTO",33.20222222,-97.19805556,0,
"DTO",33.20222222,-97.19805556,0,
"DTO",33.20222222,-97.19805556,0,
"DTO",33.20194444,-97.19916667,1,
"DTR",48.51000000,-122.80305556,1,
"DTT",42.31277778,-83.17861111,1,
"DTW",42.21666667,-83.34444444,0,
"DTW",42.21250000,-83.35333333,1,
"DUA",33.93333333,-96.40000000,1,
"DUB",53.43250000,-6.25222222,0,
"DUB",53.42138889,-6.27000000,0,
"DUB",53.42138889,-6.27027778,0,
"DUB",53.42500000,-6.26305556,1,
"DUC",34.47222222,-97.95972222,0,
"DUC",34.47138889,-97.95972222,1,
"DUD",-45.92500000,170.20000000,0,
"DUD",-45.92916667,170.19750000,1,
"DUE",-7.40250000,20.81944444,0,
"DUE",-7.40083333,20.81861111,0,
"DUE",-7.40277778,20.81694444,1,
"DUF",36.25333333,-75.78861111,0,
"DUF",36.25361111,-75.78861111,1,
"DUG",31.46888889,-109.60305556,0,
"DUG",31.46916667,-109.60361111,0,
"DUG",31.46888889,-109.60388889,0,
"DUG",31.46916667,-109.60361111,0,
"DUG",31.46888889,-109.60388889,1,
"DUJ",41.17833333,-78.89888889,0,
"DUJ",41.17833333,-78.89861111,1,
"DUQ",48.75000000,-123.71666667,0,
"DUQ",48.75472222,-123.70972222,0,
"DUQ",48.75000000,-123.71666667,0,
"DUQ",48.75472222,-123.70972222,1,
"DUR",-29.97000000,30.95000000,1,
"DUR",-29.61194444,31.11944444,0,
"DUR",-29.61166667,31.11944444,0,
"DUR",-29.61194444,31.11944444,0,
"DUR",-29.61166667,31.11944444,1,
"DUS",51.28111111,6.75277778,0,
"DUS",51.28111111,6.75277778,0,
"DUS",51.28111111,6.75277778,0,
"DUS",51.28944444,6.76666667,0,
"DUS",51.28944444,6.76666667,0,
"DUS",51.28944444,6.76666667,0,
"DUS",51.28944444,6.76666667,1,
"DUT",53.89583333,-166.53888889,0,
"DUT",53.90027778,-166.54361111,0,
"DUT",53.89888889,-166.54500000,0,
"DUT",53.90027778,-166.54361111,0,
"DUT",53.89888889,-166.54500000,1,
"DVK",64.51138889,-110.28972222,1,
"DVK",64.51138889,-110.28944444,0,
"DVL",48.11472222,-98.90833333,0,
"DVL",48.11305556,-98.90750000,0,
"DVL",48.11666667,-98.91000000,1,
"DVL",48.11666667,-98.91000000,0,
"DVL",48.11472222,-98.90833333,0,
"DVN",41.61027778,-90.58833333,1,
"DVN",41.61138889,-90.58916667,0,
"DVO",7.12555556,125.64583333,1,
"DVO",7.13166667,125.64944444,0,
"DVT",33.68833333,-112.08250000,1,
"DVT",33.68333333,-112.08333333,0,
"DWA",38.57916667,-121.85666667,0,
"DWA",38.57944444,-121.85694444,1,
"DWC",24.89666667,55.16111111,0,
"DWC",24.89666667,55.16111111,0,
"DWC",24.88611111,55.17222222,0,
"DWC",24.89666667,55.16111111,0,
"DWC",24.89666667,55.16111111,1,
"DWC",24.89666667,55.16111111,0,
"DWC",24.89666667,55.16111111,0,
"DWH",30.06388889,-95.55972222,0,
"DWH",30.06166667,-95.55277778,1,
"DWH",30.06194444,-95.55277778,0,
"DWS",28.38361111,-81.55000000,1,
"DXB",25.25138889,55.37055556,1,
"DXR",41.37166667,-73.48222222,1,
"DXR",41.37166667,-73.48027778,0,
"DYG",29.12944444,110.47833333,0,
"DYG",29.10305556,110.44361111,0,
"DYG",29.10305556,110.44361111,0,
